Fecha,Local,Visit,Local pitcher,Visit pitcher
10443,20220706.0,Brewers,Cubs,C. Burnes,A. Sampson
4743,20190507.0,Yankees,Mariners,M. Tanaka,M. Gonzales
2838,20180605.0,Astros,Mariners,D. Keuchel ,J. Paxton 
7776,20210520.0,Phillies,Marlins,D. Hale ,S. Alcantara 
6665,20200812.0,Rangers,Mariners,J. Lyles,T. Walker
8617,20210801.0,Pirates,Phillies,M. Keller ,K. Gibson 
3532,20180804.0,Rangers,Orioles,M. Minor ,D. Bundy 
6381,20190924.0,Mariners,Astros,J. Dunn,G. Cole 
5985,20190823.0,Pirates,Reds,M. Keller,A. DeSclafani
4725,20190505.0,Rockies,Diamondbacks,G. Marquez,Z. Greinke
5534,20190715.0,Cardinals,Pirates,M. Mikolas ,J. Musgrove 
4427,20190409.0,Phillies,Nationals,A. Nola,S. Strasburg
2967,20180616.0,Orioles,Marlins,A. Cobb ,W. Chen 
10065,20220604.0,Reds,Nationals,T. Mahle,E. Fedde
921,20170704.0,Dodgers,Diamondbacks,C. Kershaw ,P. Corbin 
938,20170706.0,Guardians,Padres,J. Tomlin ,D. Lamet 
1581,20170830.0,Diamondbacks,Dodgers,R. Ray ,H. Ryu 
1451,20170820.0,Padres,Nationals,D. Lamet ,G. Gonzalez 
10010,20220531.0,Guardians,Royals,C. Quantrill ,D. Lynch 
8676,20210806.0,Phillies,Mets,K. Gibson ,M. Stroman 
963,20170708.0,Dodgers,Royals,B. McCarthy,I. Kennedy
9700,20220504.0,Cubs,White,K. Hendricks ,L. Giolito 
2308,20180425.0,Orioles,Rays,A. Cobb ,J. Faria
1033,20170717.0,Astros,Mariners,L. McCullers Jr.,A. Miranda
3622,20180811.0,Orioles,R.Sox,Y. Ramirez,H. Velazquez
9968,20220527.0,Padres,Pirates,S. Manaea,J. Quintana
4957,20190525.0,Nationals,Marlins,P. Corbin ,S. Alcantara 
8162,20210621.0,Orioles,Astros,K. Akin ,J. Odorizzi 
172,20170503.0,Cubs,Phillies,J. Arrieta ,J. Eickhoff 
1767,20170915.0,Cubs,Cardinals,J. Lackey,C. Martinez 
9248,20210923.0,Athletics,Mariners,C. Bassitt,Y. Kikuchi
9061,20210907.0,Yankees,Blue,G. Cole ,S. Matz 
10085,20220606.0,Astros,Mariners,C. Javier ,R. Ray 
3916,20180905.0,Blue,Rays,A. Sanchez ,T. Glasnow 
6294,20190917.0,Cubs,Reds,Y. Darvish ,S. Gray 
7228,20210404.0,Athletics,Astros,S. Manaea ,J. Urquidy
9066,20210907.0,Astros,Mariners,J. Odorizzi,L. Gilbert
4054,20180916.0,Angels,Mariners,J. Barria,M. Gonzales
6288,20190917.0,Pirates,Mariners,M. Keller ,M. Gonzales 
4587,20190423.0,Orioles,White,A. Cashner ,I. Nova 
9078,20210908.0,Braves,Nationals,T. Toussaint,S. Nolin
4350,20190402.0,Rays,Rockies,B. Snell ,K. Freeland 
5968,20190821.0,Cardinals,Brewers,A. Wainwright ,A. Houser 
2980,20180617.0,Blue,Nationals,S. Gaviglio,T. Roark
2489,20180509.0,Orioles,Royals,A. Cashner,E. Skoglund
3373,20180722.0,Rays,Marlins,C. Archer,T. Richards
2853,20180606.0,Angels,Royals,S. Ohtani,I. Kennedy
1117,20170724.0,Cubs,White,K. Hendricks,M. Gonzalez 
64,20170424.0,White,Royals,M. Gonzalez ,J. Vargas 
8832,20210818.0,Yankees,R.Sox,A. Heaney ,N. Pivetta 
305,20170514.0,Rockies,Dodgers,A. Senzatela ,J. Urias 
3010,20180619.0,Twins,R.Sox,J. Berrios,C. Sale
9279,20210925.0,Reds,Nationals,V. Gutierrez,E. Fedde
4734,20190506.0,Orioles,R.Sox,J. Means ,J. Smith 
3633,20180812.0,White,Guardians,D. Covey ,C. Carrasco 
1440,20170820.0,Mets,Marlins,J. deGrom ,A. Conley 
937,20170706.0,Blue,Astros,F. Liriano ,L. McCullers Jr. 
3037,20180621.0,Angels,Blue,J. Lamb,A. Sanchez
26,20170421.0,Brewers,Cardinals,W. Peralta ,A. Wainwright 
1995,20180330.0,Tigers,Pirates,J. Zimmermann,I. Nova
10439,20220705.0,Astros,Royals,L. Garcia ,Z. Greinke 
4978,20190526.0,Rockies,Orioles,G. Marquez,D. Hess
3665,20180815.0,Phillies,R.Sox,V. Velasquez,N. Eovaldi
492,20170530.0,Orioles,Yankees,C. Tillman ,L. Severino 
1958,20170930.0,Giants,Padres,M. Cain,J. Chacin
2045,20180403.0,Braves,Nationals,J. Teheran,A.J. Cole 
6527,20200730.0,Giants,Padres,K. Gausman,D. Lamet
4468,20190413.0,R.Sox,Orioles,R. Porcello ,A. Cashner 
5989,20190823.0,Marlins,Phillies,H. Noesi,V. Velasquez
9090,20210909.0,Braves,Nationals,H. Ynoa,E. Fedde
17,20170420.0,Brewers,Cardinals,Z. Davies ,C. Martinez 
7684,20210513.0,Nationals,Phillies,P. Corbin ,Z. Eflin 
8537,20210725.0,Astros,Rangers,Z. Greinke ,T. Hearn
5445,20190705.0,Tigers,R.Sox,R. Carpenter ,E. Rodriguez 
8941,20210828.0,Guardians,R.Sox,C. Quantrill,N. Eovaldi
357,20170519.0,Astros,Guardians,C. Morton ,T. Bauer 
4542,20190419.0,Marlins,Nationals,C. Smith ,A. Sanchez 
1809,20170918.0,Pirates,Brewers,J. Taillon ,B. Suter 
4465,20190412.0,Dodgers,Brewers,J. Urias ,C. Burnes
5341,20190626.0,R.Sox,White,C. Sale,R. Lopez
1514,20170826.0,Blue,Twins,M. Estrada ,D. Gee 
10254,20220621.0,Reds,Dodgers,T. Mahle ,T. Gonsolin 
6146,20190905.0,Cardinals,Giants,D. Hudson ,L. Webb 
1503,20170825.0,Blue,Twins,J.A. Happ ,B. Colon 
7126,20200923.0,Mariners,Astros,N. Margevicius ,Z. Greinke 
10217,20220617.0,Athletics,Royals,F. Montas ,D. Lynch 
2414,20180503.0,Rangers,R.Sox,M. Minor ,D. Price 
4209,20180929.0,Padres,Diamondbacks,J. Nix ,Z. Godley 
8648,20210803.0,Dodgers,Astros,W. Buehler ,L. McCullers Jr. 
6681,20200815.0,White,Cardinals,L. Giolito ,A. Wainwright 
7972,20210605.0,Rangers,Rays,K. Allard ,R. Hill 
7310,20210411.0,Dodgers,Nationals,C. Kershaw ,M. Scherzer 
3313,20180714.0,Pirates,Brewers,I. Nova,C. Anderson 
8309,20210703.0,Angels,Orioles,A. Cobb ,J. Lopez 
7821,20210523.0,Padres,Mariners,Y. Darvish ,J. Dunn
2830,20180605.0,Pirates,Dodgers,J. Musgrove ,R. Stripling 
3449,20180728.0,Padres,Diamondbacks,T. Ross,P. Corbin
6770,20200822.0,Royals,Twins,B. Singer ,R. Dobnak 
10171,20220614.0,Yankees,Rays,G. Cole ,C. Kluber 
7343,20210414.0,Royals,Angels,B. Keller ,G. Canning 
14,20170420.0,Mets,Phillies,N. Syndergaard ,A. Nola 
6306,20190918.0,Guardians,Tigers,A. Civale,S. Turnbull
5392,20190630.0,Rays,Rangers,B. Snell ,J. Chavez 
4440,20190410.0,Phillies,Nationals,N. Pivetta ,J. Hellickson 
3090,20180625.0,Rangers,Padres,C. Hamels,J. Lucchesi
2721,20180527.0,Pirates,Cardinals,J. Taillon,M. Mikolas
533,20170602.0,Royals,Guardians,J. Vargas ,J. Tomlin 
7216,20210403.0,Rockies,Dodgers,J. Gray,W. Buehler
2376,20180430.0,Diamondbacks,Dodgers,Z. Greinke ,R. Stripling 
564,20170605.0,Braves,Phillies,B. Colon ,N. Pivetta 
2142,20180411.0,R.Sox,Yankees,D. Price ,M. Tanaka 
9427,20220411.0,Phillies,Mets,R. Suarez,T. Walker
8848,20210820.0,Cubs,Royals,Z. Davies ,B. Keller 
2409,20180503.0,Guardians,Blue,C. Carrasco,J. Garcia
6492,20200727.0,Padres,Diamondbacks,J. Lucchesi,L. Weaver 
3333,20180715.0,Twins,Rays,F. Romero,R. Stanek
1667,20170906.0,White,Guardians,R. Lopez ,C. Carrasco 
2263,20180421.0,Angels,Giants,G. Richards ,D. Holland 
3995,20180912.0,Reds,Dodgers,A. DeSclafani ,R. Stripling
6050,20190828.0,Tigers,Guardians,J. Zimmermann,A. Civale 
3545,20180805.0,Cubs,Padres,J. Lester,J. Lucchesi
268,20170512.0,Yankees,Astros,J. Montgomery ,L. McCullers Jr. 
343,20170518.0,Tigers,Orioles,J. Zimmermann ,D. Bundy 
5263,20190619.0,Braves,Mets,M. Fried ,S. Matz 
3516,20180803.0,Mets,Braves,J. deGrom ,A. Sanchez 
10044,20220603.0,Reds,Nationals,M. Minor ,J. Gray 
1236,20170803.0,Brewers,Cardinals,M. Garza ,M. Wacha
9178,20210917.0,Astros,Diamondbacks,B. Bielak,M. Bumgarner
6782,20200823.0,Cubs,White,Y. Darvish ,D. Cease 
522,20170601.0,Angels,Twins,A. Meyer,A. Mejia
6094,20190901.0,Blue,Astros,W. Font,J. Verlander 
1869,20170923.0,Tigers,Twins,M. Boyd,E. Santana 
10200,20220616.0,Rockies,Guardians,C. Kuhl ,T. McKenzie 
10194,20220615.0,Cardinals,Pirates,J. Flaherty,R. Contreras
8473,20210720.0,Tigers,Rangers,T. Skubal ,D. Dunning 
2575,20180515.0,Diamondbacks,Brewers,Z. Greinke,J. Chacin
7180,20200927.0,Braves,R.Sox,B. Wilson,N. Pivetta 
9915,20220523.0,Pirates,Rockies,J. Brubaker,C. Kuhl
2478,20180508.0,Athletics,Astros,S. Manaea ,L. McCullers Jr. 
4286,20190326.0,Diamondbacks,White,M. Kelly ,I. Nova 
4976,20190526.0,Royals,Yankees,D. Duffy,D. German
4081,20180919.0,Rangers,Rays,Y. Mendez ,D. Castillo
9023,20210904.0,Nationals,Mets,E. Fedde,M. Stroman
3060,20180623.0,Giants,Padres,A. Suarez,J. Lyles
7224,20210404.0,Brewers,Twins,A. Houser ,M. Pineda 
5942,20190819.0,Rangers,Angels,K. Allard,D. Peters
3509,20180802.0,Dodgers,Brewers,C. Kershaw ,J. Chacin 
8701,20210807.0,Cardinals,Royals,K. Kim,B. Keller 
8964,20210829.0,White,Cubs,D. Cease ,K. Hendricks 
9628,20220428.0,Braves,Cubs,K. Wright ,D. Smyly 
6499,20200728.0,Guardians,White,A. Civale ,D. Cease 
10241,20220619.0,Rockies,Padres,A. Senzatela ,B. Snell 
10370,20220630.0,Pirates,Brewers,J. Brubaker ,A. Houser
7372,20210417.0,Nationals,Diamondbacks,E. Fedde ,L. Weaver 
8683,20210806.0,Astros,Twins,Z. Greinke,B. Ober
9893,20220521.0,Phillies,Dodgers,A. Nola,M. White
1636,20170904.0,White,Guardians,J. Shields ,T. Bauer 
6368,20190924.0,Tigers,Twins,S. Turnbull ,J. Odorizzi 
4269,20190324.0,Twins,Yankees,M. Perez ,J. Paxton 
7191,20210401.0,Phillies,Braves,A. Nola,M. Fried
3973,20180910.0,Twins,Yankees,K. Gibson ,J.A. Happ 
1256,20170804.0,Braves,Marlins,R.A. Dickey ,A. Conley 
5925,20190818.0,Phillies,Padres,J. Vargas,J. Lucchesi 
5176,20190612.0,Braves,Pirates,M. Soroka,M. Keller
1116,20170723.0,Cubs,Cardinals,J. Quintana ,M. Wacha 
929,20170705.0,Rangers,R.Sox,A. Cashner ,D. Fister 
1561,20170829.0,Diamondbacks,Dodgers,Z. Godley ,R. Hill 
4793,20190511.0,Athletics,Guardians,L. Hendriks,T. Bauer
9490,20220417.0,R.Sox,Twins,M. Wacha,B. Ober 
4945,20190524.0,Astros,R.Sox,W. Miley ,C. Sale 
9263,20210924.0,Reds,Nationals,S. Gray,P. Espino
10371,20220630.0,Blue,Rays,Y. Kikuchi ,M. Wisler
5828,20190809.0,Mariners,Rays,M. Gonzales,J. Beeks
10413,20220703.0,Rockies,Diamondbacks,C. Kuhl,Z. Gallen
8046,20210612.0,Phillies,Yankees,V. Velasquez,J. Taillon
8200,20210624.0,Dodgers,Cubs,W. Buehler ,Z. Davies 
472,20170528.0,Astros,Orioles,L. McCullers Jr. ,A. Asher 
2448,20180506.0,Mets,Rockies,N. Syndergaard,K. Freeland 
7467,20210424.0,Rockies,Phillies,A. Senzatela,A. Nola 
9056,20210906.0,Guardians,Twins,L. Allen ,B. Ober
6274,20190915.0,Giants,Marlins,J. Cueto,E. Hernandez
1276,20170806.0,Orioles,Tigers,U. Jimenez ,A. Sanchez 
2172,20180414.0,Mets,Brewers,M. Harvey ,C. Anderson 
9521,20220419.0,Dodgers,Braves,W. Buehler ,M. Fried 
8216,20210626.0,White,Mariners,L. Lynn,L. Gilbert
1742,20170912.0,Giants,Dodgers,J. Cueto ,C. Kershaw 
6248,20190913.0,Mariners,White,Y. Kikuchi ,D. Covey
9904,20220522.0,Orioles,Rays,S. Watkins,C. Kluber
8389,20210710.0,Guardians,Royals,C. Quantrill ,M. Minor 
8712,20210808.0,Braves,Nationals,M. Fried ,P. Corbin 
2820,20180603.0,Padres,Reds,T. Ross ,L. Castillo 
1780,20170916.0,Yankees,Orioles,J. Montgomery ,J. Hellickson 
4451,20190411.0,Cardinals,Dodgers,M. Wacha,W. Buehler
7953,20210603.0,Giants,Cubs,A. DeSclafani ,Z. Davies 
4030,20180915.0,Guardians,Tigers,M. Clevinger ,M. Fulmer 
1134,20170725.0,Diamondbacks,Braves,T. Walker,M. Foltynewicz 
6386,20190925.0,Pirates,Cubs,D. Agrazal,J. Lester
4744,20190507.0,Orioles,R.Sox,D. Hess,H. Velazquez
3047,20180622.0,Rays,Yankees,R. Stanek,C. Sabathia 
7936,20210602.0,Diamondbacks,Mets,M. Bumgarner,D. Peterson
4280,20190325.0,Braves,Reds,M. Fried ,T. Roark 
7545,20210430.0,Mariners,Angels,C. Flexen,A. Heaney 
2893,20180610.0,Blue,Orioles,M. Estrada ,A. Cobb 
7733,20210516.0,Diamondbacks,Nationals,L. Weaver,E. Fedde 
8599,20210730.0,Diamondbacks,Dodgers,Z. Gallen,T. Gonsolin
2274,20180422.0,Athletics,R.Sox,D. Mengden,D. Price 
1699,20170909.0,R.Sox,Rays,C. Sale ,M. Andriese 
4981,20190526.0,Athletics,Mariners,B. Anderson ,M. Leake 
494,20170530.0,Blue,Reds,J.A. Happ,A. Wojciechowski
8923,20210826.0,R.Sox,Twins,C. Sale ,J. Gant 
5336,20190625.0,Twins,Rays,K. Gibson ,B. Snell 
1568,20170830.0,Brewers,Cardinals,C. Anderson ,C. Martinez 
9306,20210928.0,Blue,Yankees,H. Ryu ,J. Taillon
4644,20190428.0,Mets,Brewers,S. Matz ,G. Gonzalez
6241,20190913.0,Mets,Dodgers,N. Syndergaard ,C. Kershaw 
10050,20220603.0,Rangers,Mariners,D. Dunning,L. Gilbert
3675,20180816.0,Phillies,Mets,R. Suarez ,C. Oswalt 
9654,20220430.0,Rockies,Reds,C. Kuhl ,C. Overton
6702,20200816.0,Cubs,Brewers,J. Lester,J. Lindblom
8024,20210610.0,Phillies,Braves,Z. Wheeler,I. Anderson
3624,20180811.0,Padres,Phillies,W. Lockett ,A. Nola 
8175,20210622.0,Rays,R.Sox,A. Kittredge,E. Rodriguez
7707,20210515.0,Twins,Athletics,J. Berrios,C. Irvin
6820,20200827.0,Brewers,Reds,A. Houser ,S. Gray 
9238,20210922.0,Cubs,Twins,K. Hendricks ,J. Ryan 
2541,20180513.0,Yankees,Athletics,L. Severino ,B. Anderson 
2398,20180502.0,Nationals,Pirates,S. Strasburg ,I. Nova 
905,20170703.0,Yankees,Blue,M. Tanaka ,M. Stroman 
1139,20170726.0,Yankees,Reds,L. Severino ,H. Bailey 
6123,20190903.0,Pirates,Marlins,M. Keller,S. Alcantara
5354,20190627.0,Twins,Rays,M. Perez,R. Stanek
1450,20170820.0,Giants,Phillies,M. Bumgarner,B. Lively
2592,20180517.0,R.Sox,Orioles,D. Price ,K. Gausman 
446,20170526.0,Giants,Braves,M. Cain ,J. Garcia 
7830,20210524.0,Athletics,Mariners,F. Montas ,Y. Kikuchi 
5154,20190610.0,Marlins,Cardinals,S. Alcantara ,M. Wacha 
2179,20180415.0,Reds,Cardinals,H. Bailey ,C. Martinez 
5668,20190726.0,Athletics,Rangers,D. Mengden ,L. Lynn 
6715,20200817.0,Dodgers,Mariners,R. Stripling,J. Dunn
8936,20210827.0,Braves,Giants,M. Fried,K. Gausman
3207,20180705.0,Giants,Cardinals,J. Cueto ,L. Weaver 
2809,20180603.0,Tigers,Blue,M. Fulmer ,A. Sanchez 
8170,20210622.0,Pirates,White,T. Anderson,L. Giolito
785,20170623.0,Giants,Mets,T. Blach ,S. Lugo 
2476,20180508.0,White,Pirates,L. Giolito,I. Nova
1817,20170919.0,Blue,Royals,M. Stroman ,I. Kennedy 
8469,20210720.0,Nationals,Marlins,P. Espino,T. Rogers
10597,20220717.0,Giants,Brewers,L. Webb ,A. Ashby 
7578,20210503.0,Padres,Pirates,M. Diaz,T. Anderson 
9724,20220507.0,R.Sox,White,N. Pivetta,D. Cease
9393,20220408.0,Braves,Reds,C. Morton ,R. Sanmartin 
25,20170421.0,White,Guardians,J. Quintana ,C. Kluber 
8106,20210616.0,Guardians,Orioles,A. Civale ,K. Akin 
8684,20210806.0,Brewers,Giants,C. Burnes,L. Webb
2770,20180530.0,Rockies,Giants,J. Gray,D. Holland 
3801,20180826.0,Dodgers,Padres,H. Ryu ,R. Erlin 
6707,20200817.0,Orioles,Blue,A. Cobb ,H. Ryu 
1721,20170910.0,Diamondbacks,Padres,R. Ray ,L. Perdomo 
1445,20170820.0,Astros,Athletics,B. Peacock ,J. Cotton 
3811,20180828.0,R.Sox,Marlins,B. Johnson,J. Urena
7044,20200915.0,Angels,Diamondbacks,J. Teheran,M. Bumgarner
7896,20210530.0,Tigers,Yankees,T. Skubal ,M. King 
3478,20180731.0,Nationals,Mets,T. Roark ,S. Matz 
2669,20180523.0,Nationals,Padres,E. Fedde ,T. Ross 
1684,20170908.0,Mets,Reds,S. Lugo ,A. Garrett 
9895,20220521.0,Orioles,Rays,K. Bradish ,J. Springs 
2365,20180429.0,Giants,Dodgers,T. Blach ,K. Maeda 
9331,20210929.0,Mariners,Athletics,L. Gilbert,F. Montas
5156,20190610.0,White,Nationals,O. Despaigne ,A. Sanchez 
9478,20220416.0,Padres,Braves,N. Martinez ,I. Anderson 
7423,20210421.0,Marlins,Orioles,T. Rogers ,B. Zimmermann 
5778,20190805.0,Twins,Braves,J. Odorizzi,M. Soroka
9361,20211002.0,Royals,Twins,K. Bubic ,G. Jax 
3011,20180619.0,Astros,Rays,J. Verlander,B. Snell 
5875,20190813.0,Padres,Rays,E. Lauer,B. McKay
1452,20170820.0,Pirates,Cardinals,I. Nova ,M. Leake 
4767,20190509.0,Athletics,Reds,C. Bassitt ,T. Roark 
5227,20190616.0,Nationals,Diamondbacks,A. Sanchez ,A. Bradley 
7616,20210507.0,Cubs,Pirates,Z. Davies ,T. Cahill 
1548,20170828.0,Royals,Rays,I. Kennedy ,A. Pruitt 
8572,20210728.0,R.Sox,Blue,T. Houck,S. Matz 
3870,20180901.0,Dodgers,Diamondbacks,C. Kershaw,P. Corbin
8656,20210804.0,Tigers,R.Sox,C. Mize ,E. Rodriguez 
9752,20220509.0,White,Guardians,M. Kopech,Z. Plesac
7205,20210402.0,Padres,Diamondbacks,B. Snell,M. Kelly 
7796,20210522.0,Nationals,Orioles,J. Lester,B. Zimmermann
7572,20210503.0,Phillies,Brewers,V. Velasquez ,A. Houser 
1133,20170725.0,Cardinals,Rockies,L. Lynn,J. Gray
3513,20180803.0,Pirates,Cardinals,C. Archer,J. Gant
10026,20220601.0,Rockies,Marlins,G. Marquez,T. Rogers
4649,20190428.0,Royals,Angels,H. Bailey ,M. Harvey 
5267,20190619.0,Diamondbacks,Rockies,Z. Greinke ,J. Gray 
5843,20190810.0,Mariners,Rays,M. Wisler,C. Morton 
8375,20210709.0,Rangers,Athletics,J. Lyles ,C. Irvin 
8571,20210728.0,Mets,Braves,T. Megill,M. Fried 
7092,20200920.0,Angels,Rangers,J. Teheran ,K. Cody 
5806,20190807.0,Orioles,Yankees,J. Means ,J. Paxton 
6350,20190922.0,Orioles,Mariners,J. Means ,M. Gonzales 
7541,20210430.0,White,Guardians,D. Keuchel ,S. Bieber 
5632,20190723.0,Dodgers,Angels,K. Maeda ,T. Cole
8641,20210803.0,Rangers,Angels,J. Lyles ,J. Suarez 
5470,20190707.0,Tigers,R.Sox,G. Soto ,D. Price 
4485,20190414.0,Nationals,Pirates,M. Scherzer,J. Taillon
5123,20190608.0,Blue,Diamondbacks,A. Sanchez ,Z. Greinke 
6592,20200805.0,Padres,Dodgers,G. Richards ,R. Stripling 
1866,20170923.0,Blue,Yankees,J. Biagini ,S. Gray 
3708,20180818.0,Padres,Diamondbacks,C. Richard,Z. Godley
9454,20220414.0,Rays,Athletics,J. Fleming ,C. Irvin 
9977,20220528.0,Reds,Giants,V. Gutierrez ,A. Wood 
1262,20170805.0,Rays,Brewers,A. Cobb ,Z. Davies 
9390,20220408.0,Giants,Marlins,L. Webb,S. Alcantara
8925,20210826.0,Guardians,Rangers,S. Hentges,J. Lyles 
2597,20180517.0,Giants,Rockies,J. Samardzija,C. Bettis
7532,20210429.0,Diamondbacks,Rockies,L. Weaver,A. Senzatela
2195,20180417.0,Blue,Royals,J. Garcia ,E. Skoglund 
9121,20210912.0,Braves,Marlins,M. Fried,E. Cabrera
3570,20180807.0,Mets,Reds,J. Vargas ,S. Romano 
5113,20190607.0,Marlins,Braves,J. Urena ,M. Soroka 
9387,20220408.0,Rays,Orioles,S. McClanahan,J. Means
6828,20200828.0,Marlins,Rays,S. Sanchez,R. Yarbrough
2663,20180522.0,Athletics,Mariners,T. Cahill,M. Leake
2970,20180616.0,Pirates,Reds,I. Nova ,L. Castillo 
7401,20210419.0,R.Sox,White,N. Eovaldi ,L. Giolito 
6965,20200908.0,Athletics,Astros,M. Minor,C. De Jong
3883,20180902.0,Astros,Angels,G. Cole ,S. Ohtani 
336,20170517.0,Cardinals,R.Sox,M. Leake,R. Porcello
5510,20190713.0,Padres,Braves,J. Lucchesi,J. Teheran
1945,20170929.0,Phillies,Mets,B. Lively ,M. Harvey 
3071,20180624.0,Guardians,Tigers,A. Plutko ,M. Boyd 
6612,20200807.0,Mariners,Rockies,Y. Kikuchi ,A. Senzatela 
5329,20190625.0,Tigers,Rangers,J. Zimmermann ,J. Chavez 
3721,20180819.0,Mariners,Dodgers,R. Elias ,C. Kershaw 
598,20170608.0,Nationals,Orioles,J. Ross ,A. Asher 
8509,20210723.0,Royals,Tigers,K. Bubic ,W. Peralta 
3502,20180802.0,White,Royals,R. Lopez,B. Keller
148,20170501.0,Astros,Rangers,L. McCullers Jr.,A. Cashner 
8879,20210822.0,Astros,Mariners,F. Valdez,T. Anderson
4306,20190329.0,Brewers,Cardinals,F. Peralta,J. Flaherty
1650,20170905.0,Mets,Phillies,J. deGrom ,B. Lively 
2953,20180615.0,Pirates,Reds,C. Kuhl ,M. Harvey 
8682,20210806.0,Braves,Nationals,K. Muller,E. Fedde 
6198,20190909.0,Giants,Pirates,M. Bumgarner,T. Williams
7767,20210519.0,Royals,Brewers,B. Keller,C. Burnes
3784,20180825.0,Brewers,Pirates,J. Chacin ,J. Taillon 
2132,20180411.0,Nationals,Braves,A.J. Cole,B. McCarthy
1508,20170825.0,White,Tigers,M. Gonzalez,J. Verlander
684,20170615.0,Rockies,Giants,J. Hoffman,M. Moore
4068,20180918.0,Phillies,Mets,A. Nola,S. Matz
10422,20220704.0,Reds,Mets,H. Greene ,T. Walker 
1880,20170924.0,Reds,R.Sox,J. Stephens,D. Fister
7288,20210410.0,Mets,Marlins,J. deGrom ,T. Rogers 
7015,20200913.0,Royals,Pirates,B. Keller ,C. Kuhl 
8574,20210728.0,Cubs,Reds,Z. Davies ,T. Mahle 
5479,20190707.0,Giants,Cardinals,J. Samardzija ,J. Flaherty 
6960,20200908.0,Mets,Orioles,M. Wacha ,J. Means 
5642,20190724.0,Pirates,Cardinals,J. Lyles ,A. Wainwright 
4673,20190430.0,Diamondbacks,Yankees,Z. Greinke ,C. Sabathia 
6662,20200812.0,Brewers,Twins,E. Lauer ,K. Maeda 
4339,20190401.0,Braves,Cubs,S. Newcomb,K. Hendricks 
4059,20180917.0,Marlins,Nationals,T. Richards,E. Fedde
10425,20220704.0,Braves,Cardinals,K. Wright,D. Hudson 
654,20170613.0,Nationals,Braves,J. Ross,R.A. Dickey 
2639,20180520.0,Mariners,Tigers,W. LeBlanc,F. Liriano
2910,20180611.0,Brewers,Cubs,J. Guerra,J. Quintana
3393,20180724.0,Marlins,Braves,W. Chen ,J. Teheran 
4738,20190506.0,Cubs,Marlins,C. Hamels,S. Alcantara
6670,20200813.0,Dodgers,Padres,J. Urias ,C. Paddack 
3687,20180817.0,Guardians,Orioles,C. Carrasco ,D. Hess 
2990,20180617.0,Cardinals,Cubs,J. Flaherty,J. Quintana 
7743,20210518.0,Reds,Giants,L. Castillo ,A. DeSclafani 
10158,20220612.0,Angels,Mets,P. Sandoval ,T. Walker 
4716,20190504.0,Padres,Dodgers,J. Lucchesi,R. Hill
4884,20190519.0,Tigers,Athletics,G. Soto,M. Fiers 
8304,20210703.0,Reds,Cubs,T. Mahle,A. Alzolay 
2898,20180610.0,Phillies,Brewers,Z. Eflin ,B. Woodruff
7183,20200927.0,Twins,Reds,R. Hill,S. Gray
1876,20170923.0,Athletics,Rangers,R. Alcantara ,M. Gonzalez 
5654,20190725.0,Royals,Guardians,M. Montgomery,A. Plutko
4846,20190516.0,Phillies,Brewers,Z. Eflin ,Z. Davies 
7867,20210527.0,Diamondbacks,Cardinals,J. Duplantier,C. Martinez
6311,20190918.0,Cubs,Reds,J. Lester,T. Mahle
858,20170629.0,Marlins,Mets,J. Urena ,S. Lugo 
3456,20180729.0,Marlins,Nationals,J. Urena ,J. Hellickson 
10114,20220609.0,Rays,Cardinals,S. McClanahan ,M. Mikolas 
9773,20220511.0,Diamondbacks,Marlins,M. Kelly,S. Alcantara
7425,20210421.0,Rockies,Astros,A. Gomber ,J. Urquidy 
5915,20190817.0,Nationals,Brewers,A. Sanchez,J. Lyles
5564,20190718.0,R.Sox,Blue,C. Sale ,T. Pannone 
5059,20190602.0,Pirates,Brewers,J. Lyles ,Z. Davies 
7198,20210401.0,Athletics,Astros,C. Bassitt ,Z. Greinke 
2523,20180512.0,Yankees,Athletics,D. German,A. Triggs
1634,20170904.0,Mets,Phillies,R. Montero ,M. Leiter Jr. 
9507,20220419.0,Mets,Giants,T. Megill,A. Cobb
8159,20210620.0,Diamondbacks,Dodgers,A. Young ,T. Gonsolin
7882,20210529.0,Twins,Royals,J.A. Happ ,E. Santana 
5159,20190611.0,Yankees,Mets,M. Tanaka ,Z. Wheeler 
2216,20180418.0,Blue,Royals,J.A. Happ ,I. Kennedy 
6130,20190903.0,Athletics,Angels,M. Fiers,J. Barria
3722,20180819.0,Padres,Diamondbacks,B. Kennedy,Z. Greinke
2121,20180410.0,R.Sox,Yankees,C. Sale ,L. Severino 
6345,20190921.0,Braves,Giants,M. Fried ,J. Cueto 
6056,20190828.0,Padres,Dodgers,T. Wingenter,K. Maeda
3640,20180813.0,Yankees,Mets,L. Severino ,J. deGrom 
8710,20210808.0,Guardians,Tigers,Z. Plesac,W. Peralta
2383,20180501.0,Marlins,Phillies,J. Garcia,Z. Eflin
6635,20200810.0,Phillies,Braves,A. Nola ,S. Newcomb 
355,20170519.0,Braves,Nationals,R.A. Dickey,G. Gonzalez
7435,20210422.0,Reds,Diamondbacks,J. Hoffman,T. Widener
7142,20200924.0,Dodgers,Athletics,W. Buehler,M. Fiers 
2885,20180609.0,Reds,Cardinals,L. Castillo ,M. Wacha 
551,20170604.0,Reds,Braves,A. Garrett ,J. Teheran 
3292,20180712.0,Guardians,Yankees,C. Kluber ,L. Severino
